SqFt,Bedrooms,BHK,Bathrooms,HouseAgeYears,DistanceToCityKm,SchoolRating,CrimeIndex,Latitude,Longitude,SellerName,ContactNumber,Address,PriceUSD
2655.0,3,3,2.5,33,5.0,10,11.4,21.18103,79.11858,Pooja Joshi,+91 861054 2912,"678, College Road, Civil Lines",405922.0
1729.0,3,3,2.5,68,0.6,4,21.7,21.14574,79.09361,Arjun Kulkarni,+91 975254 2670,"945, Lake View Lane, Gandhibagh",314951.0
2029.0,5,5,1.5,10,21.6,2,46.0,21.30976,79.1999,Ananya Rao,+91 609205 3990,"805, Green Valley Road, Dharampeth",310601.0
2298.0,2,2,1.5,20,1.9,3,19.5,21.16214,79.09511,Amit Bose,+91 916304 6947,"723, Sunrise Boulevard, Dharampeth",324824.0
1879.0,2,2,2.5,78,4.8,7,53.9,21.10506,79.07241,Pooja Sharma,+91 646986 8179,"526, Green Valley Road, Ramdaspeth",245298.0
1885.0,1,1,2.0,2,24.2,10,46.1,20.92791,79.10216,Diya Patel,+91 892460 6286,"901, Market Street, Sitabuldi",261005.0
2335.0,4,4,1.5,33,21.3,4,95.3,21.1133,78.88523,Sai Gupta,+91 730656 0479,"633, Sunrise Boulevard, Wardha Road",287069.0
1761.0,5,5,2.0,15,6.8,1,8.8,21.13915,79.15346,Suman Deshmukh,+91 932728 6910,"511, Church Street, Civil Lines",290882.0
1326.0,1,1,2.5,42,9.8,2,57.7,21.16708,79.17967,Suman Verma,+91 682324 8608,"898, Ring Road, Wardha Road",210226.0
1531.0,2,2,1.5,77,14.8,5,72.0,21.05374,78.98417,Kavya Verma,+91 746304 3078,"4, Hill Top Road, Laxmi Nagar",166572.0
2212.0,2,2,2.5,18,2.8,1,12.8,21.12988,79.06661,Aarav Kulkarni,+91 692655 7324,"125, Station Road, Civil Lines",389589.0
1802.0,5,5,3.0,29,9.8,1,63.6,21.22511,79.04737,Suman Nair,+91 964305 0464,"840, Ring Road, Manish Nagar",250796.0
2021.0,3,3,2.5,35,2.7,7,86.4,21.13143,79.10925,Riya Kulkarni,+91 852288 1237,"56, College Road, Trimurti Nagar",275200.0
2236.0,2,2,2.0,63,10.8,9,78.8,21.11399,78.98937,Meera Iyer,+91 607080 8979,"897, Park Avenue, Manish Nagar",350426.0
1556.0,2,2,3.0,78,4.0,3,93.5,21.18198,79.08909,Aditya Verma,+91 946608 7426,"981, Station Road, Ramdaspeth",238333.0
2292.0,3,3,2.0,7,2.6,6,72.1,21.15805,79.10938,Suman Joshi,+91 791957 1162,"261, Ring Road, Dharampeth",350064.0
2046.0,2,2,1.5,39,14.0,6,39.4,21.22447,79.19401,Amit Verma,+91 636233 3719,"880, Hill Top Road, Manish Nagar",298578.0
997.0,1,1,2.0,60,1.4,7,92.0,21.13807,79.09921,Kabir Rao,+91 770511 7252,"546, Market Street, Laxmi Nagar",166565.0
2737.0,5,5,2.0,0,8.5,10,22.5,21.22274,79.08804,Ananya Chauhan,+91 936608 5214,"513, College Road, Gandhibagh",455656.0
1475.0,3,3,2.5,64,0.5,9,58.4,21.14332,79.09223,Ananya Patel,+91 960291 8257,"921, Ring Road, Pratap Nagar",220700.0
724.0,2,2,1.5,19,5.0,4,76.6,21.17636,79.12304,Pooja Gupta,+91 696207 5798,"780, Ring Road, Dharampeth",72642.0
1121.0,4,4,1.0,41,15.9,10,87.2,21.13134,79.24128,Neha Bose,+91 956613 0318,"888, Park Avenue, Sadar",166667.0
1136.0,4,4,2.5,78,13.0,1,91.7,21.04429,79.15105,Pooja Reddy,+91 987405 0014,"881, College Road, Wardha Road",188762.0
1834.0,1,1,3.0,50,5.9,10,8.5,21.18117,79.13055,Rahul Iyer,+91 774758 3302,"726, Church Street, Sitabuldi",348888.0
1622.0,1,1,3.5,79,3.5,2,72.6,21.16185,79.11687,Ananya Kulkarni,+91 801956 3659,"466, Church Street, Civil Lines",204951.0
1581.0,1,1,3.0,48,2.0,2,20.4,21.12842,79.0947,Diya Verma,+91 775769 5811,"185, Ring Road, Civil Lines",215956.0
2203.0,4,4,1.5,16,1.3,2,77.9,21.1513,79.09925,Sanjay Sharma,+91 738844 4258,"98, Market Street, Civil Lines",333687.0
2021.0,4,4,2.5,55,0.5,2,70.1,21.15029,79.08783,Neha Agarwal,+91 870365 7734,"253, Market Street, Sadar",306561.0
2005.0,4,4,2.5,49,2.9,5,18.1,21.12134,79.09695,Rahul Bose,+91 817437 9818,"480, Church Street, Trimurti Nagar",339171.0
2066.0,4,4,2.5,24,1.3,7,83.3,21.13931,79.0988,Aditya Bose,+91 751322 6478,"137, Civil Lines, Ramdaspeth",269779.0
2200.0,3,3,2.5,6,10.6,8,46.2,21.0505,79.09958,Priya Sharma,+91 708100 0386,"351, Lake View Lane, Hingna Road",429680.0
430.0,3,3,2.0,51,0.5,1,54.4,21.14293,79.09192,Meera Rao,+91 749400 5233,"793, Station Road, Civil Lines",124957.0
1563.0,4,4,1.0,46,13.3,3,97.1,21.10185,78.96893,Ananya Agarwal,+91 739012 7227,"24, Hill Top Road, Trimurti Nagar",203230.0
400.0,2,2,3.0,61,2.0,2,65.7,21.12845,79.0917,Pooja Agarwal,+91 666665 5733,"308, Green Valley Road, Civil Lines",66029.0
1823.0,5,5,3.0,10,15.5,2,58.9,21.26164,79.00472,Kabir Iyer,+91 728021 3259,"958, Market Street, Laxmi Nagar",307009.0
1797.0,5,5,1.5,43,9.7,8,1.7,21.06013,79.10886,Pooja Rao,+91 849371 6769,"324, Green Valley Road, Civil Lines",323392.0
2480.0,5,5,2.0,65,1.6,7,19.9,21.13236,79.08139,Vivaan Patel,+91 965632 9997,"715, Sunrise Boulevard, Pratap Nagar",390913.0
2572.0,5,5,2.5,71,8.3,3,2.7,21.11196,79.01681,Priya Patel,+91 922352 7094,"609, Station Road, Hingna Road",387241.0
1932.0,2,2,3.0,75,32.0,4,33.3,21.13186,79.39696,Kavya Iyer,+91 934453 3312,"785, Hill Top Road, Civil Lines",224229.0
1475.0,1,1,3.0,16,4.3,10,34.5,21.15308,79.0476,Arjun Gupta,+91 940440 4673,"728, Sunrise Boulevard, Sadar",280256.0
2115.0,3,3,2.5,13,3.2,6,53.0,21.12639,79.06583,Kavya Bose,+91 850364 9794,"596, Market Street, Trimurti Nagar",357247.0
1457.0,4,4,3.5,46,9.8,3,69.0,21.14029,78.99345,Anjali Verma,+91 805919 0692,"970, Ring Road, Dharampeth",235072.0
1799.0,4,4,3.5,37,11.5,10,17.9,21.24928,79.08086,Priya Rao,+91 928361 6557,"269, Green Valley Road, Trimurti Nagar",325668.0
2441.0,2,2,3.0,18,6.1,2,60.2,21.1937,79.05981,Kavya Joshi,+91 646485 2839,"280, Hill Top Road, Hingna Road",379748.0
1437.0,2,2,1.5,8,0.5,3,91.7,21.1452,79.09299,Ritu Sharma,+91 695428 2681,"584, College Road, Trimurti Nagar",184072.0
2324.0,3,3,3.5,11,0.5,7,18.5,21.14863,79.08444,Ritu Nair,+91 719932 6522,"714, Park Avenue, Laxmi Nagar",372521.0
2240.0,5,5,2.0,27,21.9,6,65.9,20.96746,78.99735,Aarav Bose,+91 852562 5951,"679, MG Road, Manish Nagar",322484.0
1179.0,1,1,1.5,59,6.5,1,4.6,21.12167,79.0305,Amit Verma,+91 974707 6044,"955, Park Avenue, Wardha Road",151900.0
2433.0,2,2,3.5,5,2.9,9,53.1,21.12929,79.10955,Pooja Patel,+91 756697 3948,"597, Park Avenue, Laxmi Nagar",383305.0
2254.0,2,2,3.0,8,6.8,3,74.2,21.08484,79.09136,Ritu Patel,+91 943771 0714,"761, Church Street, Gandhibagh",358033.0
1866.0,5,5,2.0,21,6.2,7,3.4,21.17294,79.14062,Sanjay Sharma,+91 744495 8446,"127, Church Street, Manish Nagar",330863.0
1304.0,3,3,2.0,69,0.5,4,33.4,21.14935,79.08523,Vivaan Chauhan,+91 729911 3108,"39, Park Avenue, Manish Nagar",167730.0
1242.0,1,1,2.5,79,0.8,8,87.8,21.13893,79.0864,Vikram Sharma,+91 913930 2254,"812, Market Street, Pratap Nagar",175758.0
1451.0,2,2,1.5,35,3.6,9,22.5,21.17304,79.10638,Pooja Reddy,+91 602454 9475,"447, Sunrise Boulevard, Wardha Road",259213.0
2153.0,1,1,3.5,3,33.2,8,72.3,21.13933,78.76733,Kavya Agarwal,+91 940688 7247,"297, Lake View Lane, Manish Nagar",287707.0
1179.0,3,3,1.5,0,3.3,10,61.2,21.1728,79.07507,Aarav Bose,+91 676075 0579,"750, Ring Road, Pratap Nagar",256010.0
2084.0,5,5,2.0,68,7.9,6,16.4,21.17395,79.15824,Rohan Patel,+91 972661 8177,"396, Ring Road, Pratap Nagar",337044.0
993.0,3,3,1.5,35,0.5,1,74.2,21.14572,79.09315,Arjun Iyer,+91 796093 4826,"30, College Road, Ramdaspeth",158790.0
1667.0,5,5,3.0,6,3.4,6,53.2,21.13251,79.11817,Pooja Patel,+91 875775 0773,"550, MG Road, Ramdaspeth",277450.0
1871.0,4,4,3.5,66,3.5,5,11.2,21.11439,79.08768,Ishaan Patel,+91 882115 2664,"126, College Road, Hingna Road",295827.0
3389.0,5,5,2.0,42,9.6,8,94.9,21.22828,79.1163,Amit Bose,+91 729832 8645,"976, MG Road, Dharampeth",457632.0
905.0,2,2,2.0,27,2.6,3,49.2,21.14409,79.11364,Rohan Iyer,+91 872951 9996,"328, Green Valley Road, Pratap Nagar",157471.0
2757.0,5,5,3.0,36,20.0,7,74.5,21.01377,78.95658,Sanjay Mehta,+91 925551 3453,"312, Green Valley Road, Manish Nagar",407498.0
1897.0,2,2,3.0,18,1.0,5,21.8,21.14386,79.09783,Aarav Patel,+91 979461 1093,"842, Lake View Lane, Gandhibagh",325834.0
2067.0,3,3,3.0,74,16.4,7,13.7,21.18488,79.24105,Kabir Reddy,+91 666117 7534,"42, Park Avenue, Wardha Road",320836.0
1877.0,4,4,1.5,63,1.0,5,74.1,21.15389,79.09272,Aditya Iyer,+91 771021 1486,"677, Station Road, Ramdaspeth",269861.0
2089.0,2,2,2.0,15,15.7,4,67.4,21.01914,79.0214,Meera Joshi,+91 924439 9947,"971, College Road, Sadar",325111.0
1700.0,2,2,3.5,58,5.1,3,27.4,21.12056,79.12922,Vikram Chauhan,+91 877199 7542,"30, Green Valley Road, Dharampeth",273582.0
2745.0,1,1,1.0,14,37.5,9,74.6,21.4477,79.25113,Diya Gupta,+91 609234 6223,"956, College Road, Trimurti Nagar",336072.0
1503.0,1,1,3.5,36,0.7,1,50.5,21.15162,79.0854,Kavya Mehta,+91 630354 3928,"616, Ring Road, Civil Lines",242031.0
2536.0,3,3,1.0,59,7.7,3,34.9,21.10914,79.02467,Sneha Rao,+91 966294 5246,"198, Civil Lines, Gandhibagh",325297.0
1381.0,5,5,3.0,2,28.4,5,78.7,21.14525,79.36292,Priya Deshmukh,+91 798109 8187,"852, College Road, Manish Nagar",163785.0
1761.0,2,2,2.0,58,6.5,2,61.7,21.09014,79.10745,Vikram Iyer,+91 891835 2060,"828, Ring Road, Gandhibagh",220860.0
1103.0,3,3,3.5,18,22.4,10,50.7,21.0526,79.28001,Arjun Nair,+91 941941 9613,"981, Market Street, Manish Nagar",224016.0
2096.0,5,5,3.5,55,1.2,4,77.3,21.13615,79.08293,Rohan Mehta,+91 657980 4032,"918, College Road, Ramdaspeth",325774.0
2739.0,4,4,1.0,39,3.1,3,54.5,21.12615,79.10991,Rohan Nair,+91 722449 4053,"610, Civil Lines, Sadar",382593.0
1750.0,1,1,2.0,2,2.8,3,93.9,21.14469,79.06121,Rohan Deshmukh,+91 616632 4490,"13, Station Road, Ramdaspeth",233388.0
1672.0,3,3,3.5,60,6.1,2,81.8,21.18419,79.12979,Aarav Sharma,+91 917963 2864,"746, Lake View Lane, Pratap Nagar",186211.0
1075.0,1,1,1.5,20,4.0,7,35.8,21.11083,79.07846,Vivaan Iyer,+91 741809 1104,"754, Lake View Lane, Gandhibagh",233425.0
1651.0,2,2,3.0,76,0.5,5,46.5,21.14312,79.08432,Vivaan Patel,+91 902773 0154,"772, College Road, Manish Nagar",244246.0
765.0,2,2,1.0,67,8.2,3,95.7,21.15257,79.00952,Ishaan Patel,+91 784368 8149,"180, Ring Road, Laxmi Nagar",84793.0
1207.0,4,4,2.5,15,3.5,9,89.5,21.17705,79.08289,Sneha Sharma,+91 687138 1757,"733, Market Street, Dharampeth",220350.0
1947.0,1,1,2.0,48,23.6,7,19.1,20.93807,79.13682,Kabir Iyer,+91 960139 9729,"826, Ring Road, Dharampeth",293379.0
2657.0,2,2,3.0,28,2.6,5,27.4,21.1249,79.09882,Riya Gupta,+91 872744 2629,"75, Church Street, Dharampeth",419195.0
3626.0,2,2,3.0,48,11.2,6,36.4,21.2216,79.01729,Vivaan Deshmukh,+91 612126 9121,"21, Green Valley Road, Dharampeth",465083.0
1419.0,2,2,2.0,44,6.1,7,88.0,21.12166,79.14125,Sanjay Rao,+91 885370 7050,"84, Church Street, Dharampeth",245067.0
2733.0,4,4,1.5,23,17.6,2,92.7,21.26155,78.97204,Ananya Deshmukh,+91 726546 8291,"690, Ring Road, Dharampeth",348691.0
1958.0,2,2,2.0,52,1.9,9,80.2,21.15676,79.10285,Priya Chauhan,+91 699404 2520,"301, Station Road, Pratap Nagar",280668.0
1702.0,2,2,2.0,20,0.9,3,27.6,21.15267,79.09246,Rahul Deshmukh,+91 788589 9807,"816, Sunrise Boulevard, Manish Nagar",267127.0
2081.0,3,3,3.0,72,1.3,1,88.7,21.1462,79.07577,Suman Nair,+91 991038 8591,"956, College Road, Pratap Nagar",257294.0
1840.0,4,4,3.5,75,0.8,6,3.3,21.14919,79.09482,Sanjay Bose,+91 688926 2495,"36, Civil Lines, Pratap Nagar",277750.0
1872.0,1,1,2.0,13,8.3,9,42.3,21.0721,79.07231,Diya Iyer,+91 774016 3308,"737, Market Street, Hingna Road",318196.0
1535.0,5,5,3.0,58,3.0,8,37.8,21.12008,79.09623,Ananya Agarwal,+91 705396 0615,"756, Church Street, Sadar",275063.0
891.0,5,5,1.0,74,13.5,4,53.5,21.10861,78.96405,Ananya Patel,+91 827448 4258,"75, Civil Lines, Sadar",156346.0
797.0,4,4,1.5,10,6.0,4,56.1,21.11222,79.13364,Aditya Bose,+91 902527 0258,"119, Ring Road, Hingna Road",176352.0
2225.0,3,3,1.5,59,21.6,6,22.5,21.09065,79.28837,Ananya Reddy,+91 932952 8079,"805, Station Road, Laxmi Nagar",314384.0
1620.0,4,4,3.0,75,3.3,3,20.5,21.15547,79.05785,Vikram Mehta,+91 859651 1666,"79, Hill Top Road, Civil Lines",206132.0
1413.0,3,3,1.0,18,2.0,9,80.4,21.15538,79.10458,Arjun Iyer,+91 620012 9713,"199, Ring Road, Trimurti Nagar",227608.0
1806.0,2,2,2.0,46,9.7,3,7.6,21.23302,79.09926,Diya Gupta,+91 984233 5556,"919, Lake View Lane, Dharampeth",279182.0
2317.0,2,2,3.0,63,0.5,3,49.3,21.14203,79.08555,Vivaan Reddy,+91 624839 4373,"726, Station Road, Civil Lines",293969.0
1917.0,1,1,3.5,26,27.5,1,19.2,21.28412,78.86765,Arjun Mehta,+91 733503 7352,"922, Park Avenue, Trimurti Nagar",253661.0
1374.0,5,5,3.5,19,0.5,7,32.0,21.14167,79.08628,Vivaan Verma,+91 992774 9905,"274, Green Valley Road, Trimurti Nagar",250975.0
2597.0,2,2,1.0,31,6.8,1,27.7,21.09295,79.05551,Neha Patel,+91 619943 8376,"740, Hill Top Road, Trimurti Nagar",351166.0
2826.0,2,2,2.0,26,8.3,9,70.9,21.09995,79.02513,Sai Chauhan,+91 623944 9553,"609, Park Avenue, Manish Nagar",445227.0
2121.0,5,5,2.0,58,13.8,10,45.6,21.24962,79.16099,Suman Verma,+91 660282 9839,"889, Ring Road, Sitabuldi",351196.0
2433.0,3,3,3.5,29,2.8,2,29.9,21.17082,79.08204,Riya Kulkarni,+91 778415 8008,"226, Church Street, Pratap Nagar",319568.0
2607.0,4,4,2.5,30,4.9,1,83.1,21.17656,79.05401,Ananya Reddy,+91 755664 6427,"17, Park Avenue, Sitabuldi",382632.0
2535.0,2,2,2.0,75,2.2,10,8.6,21.12808,79.09779,Kavya Reddy,+91 738318 1964,"399, Park Avenue, Hingna Road",428235.0
2199.0,2,2,1.0,46,1.0,2,76.6,21.13766,79.08424,Suman Iyer,+91 622182 0164,"511, Station Road, Ramdaspeth",363217.0
2189.0,4,4,1.0,74,11.2,5,24.8,21.06621,79.02195,Rohan Iyer,+91 639381 5106,"573, Green Valley Road, Wardha Road",319226.0
2138.0,3,3,2.0,56,9.0,9,91.8,21.07427,79.04737,Arjun Kulkarni,+91 665427 1496,"870, Green Valley Road, Laxmi Nagar",272602.0
1087.0,1,1,1.0,70,20.2,2,0.6,21.14214,78.89301,Meera Agarwal,+91 682085 7831,"685, MG Road, Ramdaspeth",142700.0
2255.0,5,5,2.0,15,2.7,7,55.7,21.15185,79.11372,Aditya Iyer,+91 893150 0706,"891, MG Road, Gandhibagh",412167.0
919.0,3,3,3.5,75,1.9,4,62.2,21.16169,79.0936,Kavya Patel,+91 641916 1518,"729, Park Avenue, Dharampeth",155958.0
1284.0,4,4,2.0,75,1.8,5,57.7,21.15861,79.09952,Ishaan Sharma,+91 640055 3677,"367, Sunrise Boulevard, Wardha Road",235578.0
2647.0,2,2,2.0,3,0.5,10,81.5,21.14756,79.09264,Pooja Kulkarni,+91 879201 0219,"815, Civil Lines, Wardha Road",388762.0
2346.0,3,3,1.5,28,8.4,7,11.2,21.21411,79.05403,Vikram Chauhan,+91 832540 9689,"324, Station Road, Laxmi Nagar",372359.0
2767.0,4,4,2.5,33,0.5,4,41.6,21.14142,79.08933,Vivaan Sharma,+91 982703 7677,"812, MG Road, Sitabuldi",352833.0
1623.0,5,5,2.5,33,3.9,10,86.4,21.1688,79.11613,Kavya Joshi,+91 805612 4687,"699, MG Road, Wardha Road",267377.0
1051.0,2,2,1.5,62,4.9,6,88.9,21.17405,79.12415,Kabir Gupta,+91 992328 6553,"221, Ring Road, Trimurti Nagar",157106.0
1644.0,4,4,1.5,55,5.6,1,49.8,21.18149,79.12682,Meera Gupta,+91 886577 3776,"61, College Road, Sadar",228590.0
1866.0,5,5,3.0,17,26.8,4,55.8,21.3855,79.05603,Meera Agarwal,+91 811021 5902,"885, Park Avenue, Laxmi Nagar",241149.0
1851.0,4,4,3.0,48,0.5,3,76.4,21.1501,79.08963,Suman Gupta,+91 700069 7618,"779, Civil Lines, Manish Nagar",271533.0
2537.0,1,1,2.0,77,1.6,7,78.0,21.14703,79.10324,Rohan Reddy,+91 659374 5141,"51, Green Valley Road, Manish Nagar",345569.0
1565.0,1,1,3.5,35,10.5,9,88.8,21.23911,79.07138,Kavya Verma,+91 877848 8497,"250, Market Street, Gandhibagh",237677.0
2029.0,2,2,1.5,74,12.5,1,84.4,21.14317,79.20912,Suman Chauhan,+91 924133 2304,"482, Church Street, Dharampeth",235408.0
1157.0,1,1,1.5,51,15.4,8,41.4,21.26485,79.01109,Aditya Chauhan,+91 722781 5960,"521, Church Street, Trimurti Nagar",192391.0
2093.0,4,4,3.5,73,10.8,10,65.0,21.24024,79.11335,Arjun Chauhan,+91 770645 2819,"377, Civil Lines, Dharampeth",311863.0
1802.0,5,5,1.0,72,2.8,10,48.3,21.14648,79.06108,Amit Gupta,+91 603552 2501,"193, Ring Road, Laxmi Nagar",333252.0
1313.0,3,3,2.5,1,9.9,7,11.8,21.23409,79.10054,Aditya Patel,+91 830008 1174,"667, Lake View Lane, Pratap Nagar",230865.0
1647.0,3,3,1.5,64,15.0,4,82.2,21.0964,78.95356,Rohan Bose,+91 746648 2258,"733, Civil Lines, Wardha Road",259085.0
1680.0,4,4,1.5,15,12.6,2,60.2,21.21193,78.98976,Ritu Mehta,+91 687071 8115,"639, Market Street, Ramdaspeth",278291.0
1624.0,3,3,2.5,65,1.1,10,5.8,21.14005,79.09634,Meera Gupta,+91 653476 7251,"955, College Road, Gandhibagh",283594.0
2951.0,3,3,2.0,64,2.1,5,67.7,21.13765,79.10616,Vivaan Sharma,+91 729044 2017,"393, Park Avenue, Civil Lines",396020.0
1736.0,3,3,3.5,20,1.3,4,28.3,21.13423,79.08527,Pooja Deshmukh,+91 755151 3940,"540, Sunrise Boulevard, Pratap Nagar",304205.0
1641.0,2,2,3.0,5,15.2,8,6.9,21.27984,79.11967,Kavya Agarwal,+91 751066 2715,"317, Hill Top Road, Ramdaspeth",299604.0
437.0,1,1,2.0,33,6.1,8,60.7,21.15471,79.03049,Neha Sharma,+91 851654 7748,"949, Civil Lines, Pratap Nagar",137131.0
1219.0,3,3,2.0,24,3.1,9,73.2,21.17171,79.07811,Suman Rao,+91 806256 8509,"418, Station Road, Hingna Road",196102.0
1629.0,5,5,1.0,44,1.4,9,51.7,21.13343,79.09235,Sai Rao,+91 951102 2980,"402, Sunrise Boulevard, Laxmi Nagar",300221.0
1354.0,1,1,1.5,6,0.7,9,0.6,21.14688,79.09442,Diya Nair,+91 733412 5589,"742, Green Valley Road, Trimurti Nagar",212713.0
2698.0,2,2,1.5,3,10.0,2,57.7,21.06891,79.03768,Meera Iyer,+91 638834 6978,"286, Park Avenue, Sitabuldi",363632.0
1693.0,2,2,3.0,34,0.7,2,0.7,21.15162,79.08511,Kabir Reddy,+91 871284 1245,"364, Park Avenue, Gandhibagh",313952.0
2637.0,5,5,1.5,61,6.9,3,92.6,21.15324,79.02166,Ishaan Iyer,+91 612329 0725,"837, Hill Top Road, Trimurti Nagar",318147.0
1840.0,3,3,2.0,25,2.4,7,26.7,21.1648,79.07814,Ishaan Chauhan,+91 939930 1780,"22, Ring Road, Hingna Road",272243.0
1824.0,3,3,3.0,25,1.2,6,87.1,21.15385,79.08061,Sai Bose,+91 604870 9223,"38, Green Valley Road, Sitabuldi",298298.0
1742.0,4,4,3.5,13,0.5,9,1.2,21.14179,79.08599,Vivaan Verma,+91 973621 1405,"865, Sunrise Boulevard, Wardha Road",379436.0
1802.0,2,2,2.0,22,3.6,9,9.7,21.12752,79.05955,Kavya Kulkarni,+91 975411 1052,"281, Church Street, Gandhibagh",322060.0
2917.0,4,4,1.5,23,4.3,9,45.1,21.18462,79.08975,Suman Joshi,+91 863343 1091,"780, College Road, Ramdaspeth",398890.0
400.0,1,1,2.5,20,19.3,1,75.9,21.19291,79.26778,Arjun Gupta,+91 724477 6390,"690, Lake View Lane, Trimurti Nagar",40000.0
499.0,1,1,2.5,27,3.6,7,94.3,21.12037,79.10963,Aarav Patel,+91 733350 8135,"200, Station Road, Civil Lines",113871.0
1447.0,5,5,1.0,22,1.3,9,52.1,21.14636,79.07569,Aarav Deshmukh,+91 785527 5048,"189, Church Street, Civil Lines",249080.0
1809.0,4,4,3.5,54,7.6,10,35.5,21.09955,79.03455,Ishaan Iyer,+91 782737 5392,"982, Hill Top Road, Pratap Nagar",315495.0
2249.0,1,1,3.0,27,0.5,4,4.5,21.14613,79.08338,Riya Verma,+91 639219 4806,"889, Park Avenue, Manish Nagar",352769.0
2108.0,3,3,1.5,60,23.3,8,58.4,21.00288,78.92283,Neha Bose,+91 614243 9604,"257, Ring Road, Civil Lines",267215.0
1550.0,1,1,1.5,48,16.6,5,38.0,21.03876,78.97624,Diya Chauhan,+91 974659 6592,"482, Church Street, Civil Lines",253719.0
2462.0,4,4,1.0,51,10.5,2,90.9,21.15475,79.18946,Vikram Nair,+91 677392 9023,"861, Hill Top Road, Sadar",330973.0
2470.0,4,4,3.0,46,19.9,4,48.0,21.10861,78.90019,Diya Nair,+91 734745 1031,"246, MG Road, Manish Nagar",369028.0
1920.0,2,2,1.0,73,4.9,3,76.5,21.14522,79.04132,Riya Nair,+91 910211 3296,"661, Civil Lines, Sitabuldi",266843.0
2426.0,2,2,3.0,20,14.2,10,84.8,21.2182,79.20117,Suman Patel,+91 666046 9427,"371, Hill Top Road, Dharampeth",351107.0
1977.0,2,2,3.0,78,5.2,2,9.8,21.09916,79.08691,Rohan Verma,+91 918303 9403,"881, Hill Top Road, Manish Nagar",273643.0
1435.0,2,2,2.0,16,41.8,2,44.1,21.52086,79.12402,Aditya Reddy,+91 770977 7182,"284, Green Valley Road, Laxmi Nagar",153100.0
2254.0,2,2,2.5,11,6.1,6,89.4,21.16422,79.14358,Kabir Iyer,+91 710118 0609,"433, Civil Lines, Laxmi Nagar",347720.0
1872.0,2,2,3.5,66,6.8,6,42.4,21.08764,79.10984,Ishaan Patel,+91 855084 1790,"700, Park Avenue, Trimurti Nagar",262212.0
1801.0,3,3,3.0,71,5.9,6,56.5,21.1058,79.12607,Sanjay Sharma,+91 926076 5340,"671, Green Valley Road, Wardha Road",312289.0
2757.0,5,5,1.0,7,7.8,2,87.3,21.21589,79.0926,Anjali Chauhan,+91 776575 4898,"110, Hill Top Road, Laxmi Nagar",369157.0
400.0,4,4,1.5,47,28.9,5,23.3,20.90546,78.98155,Meera Chauhan,+91 653148 8156,"88, Lake View Lane, Pratap Nagar",83250.0
879.0,2,2,2.5,41,1.1,10,89.5,21.14612,79.09912,Ishaan Reddy,+91 968040 7548,"852, Lake View Lane, Civil Lines",171847.0
1028.0,5,5,1.5,17,1.6,1,39.7,21.13202,79.08549,Pooja Mehta,+91 683890 7176,"761, Church Street, Wardha Road",190443.0
1564.0,2,2,1.5,41,5.9,8,59.3,21.15736,79.03306,Ritu Patel,+91 985263 0183,"149, Station Road, Ramdaspeth",301188.0
1635.0,5,5,3.5,54,6.2,2,32.8,21.09234,79.10387,Diya Chauhan,+91 710071 8529,"648, MG Road, Sadar",255609.0
820.0,2,2,2.5,45,3.6,3,52.7,21.16597,79.06102,Rahul Agarwal,+91 843667 6942,"282, Market Street, Laxmi Nagar",137890.0
1160.0,3,3,2.5,41,1.0,9,4.9,21.1533,79.08228,Riya Patel,+91 912782 0770,"406, Civil Lines, Trimurti Nagar",227969.0
1240.0,2,2,1.5,70,12.1,3,6.5,21.05368,79.15157,Kavya Gupta,+91 913415 4791,"626, Sunrise Boulevard, Hingna Road",179228.0
3397.0,4,4,1.0,18,2.3,6,41.5,21.15068,79.10934,Ananya Reddy,+91 648083 7691,"638, College Road, Pratap Nagar",492573.0
2971.0,2,2,1.5,49,12.8,4,33.5,21.25189,79.1356,Arjun Verma,+91 985775 4859,"354, Civil Lines, Dharampeth",362368.0
1532.0,5,5,2.5,25,35.3,7,61.6,21.31263,78.79782,Arjun Iyer,+91 866527 2674,"830, Sunrise Boulevard, Sitabuldi",212168.0
1564.0,1,1,1.0,77,20.0,5,3.8,21.04324,78.92929,Ananya Kulkarni,+91 791239 5294,"510, Civil Lines, Gandhibagh",213545.0
1053.0,3,3,2.0,20,1.8,5,16.8,21.14633,79.10577,Vikram Kulkarni,+91 729190 5599,"812, Sunrise Boulevard, Civil Lines",241393.0
560.0,1,1,1.5,69,2.3,9,21.0,21.13627,79.06818,Sanjay Sharma,+91 989858 7380,"568, MG Road, Civil Lines",129242.0
1724.0,5,5,2.5,50,3.1,6,44.0,21.16535,79.0663,Aditya Iyer,+91 611502 2202,"356, Sunrise Boulevard, Trimurti Nagar",294291.0
1151.0,3,3,2.5,17,10.8,6,24.7,21.07495,79.01686,Vivaan Agarwal,+91 827531 5362,"259, Station Road, Sitabuldi",208584.0
1745.0,4,4,1.5,60,12.5,9,13.8,21.08388,79.18855,Neha Chauhan,+91 890866 8475,"14, Station Road, Pratap Nagar",271081.0
760.0,5,5,2.5,19,0.5,5,59.8,21.14744,79.0837,Vikram Joshi,+91 865937 1072,"534, Church Street, Hingna Road",164380.0
1305.0,3,3,1.0,20,4.3,9,74.4,21.13276,79.04905,Meera Deshmukh,+91 706664 8013,"556, Ring Road, Pratap Nagar",194367.0
